"DEWP","TEMP","Iws"
15,17,1.79
5,5,0.89
-4,22,14.3
-33,-5,5.81
-3,24,25.03
-26,0,131.86
11,33,11.17
17,28,4.02
1,10,1.78
-3,17,132.31
-28,-10,122.91
-10,-1,8.05
11,19,44.7
-3,19,0.89
13,20,4.02
17,20,0.89
-21,3,3.57
24,27,3.58
-20,-3,0.89
-11,11,12.07
21,24,20.12
12,31,8.05
22,30,1.79
-22,7,95.64
-5,8,1.79
9,26,14.31
18,19,0.89
5,10,1.79
-10,2,3.13
15,26,13.86
7,8,2.68
-5,3,0.89
2,10,1.78
-21,2,3.58
13,23,1.79
21,25,0.89
-22,-3,15.65
5,13,12.97
-7,5,15.65
4,35,1.79
1,4,0.89
-2,-1,0.45
-2,0,1.78
12,32,3.13
21,28,4.92
-26,0,4.02
-28,-6,3.13
-8,-2,4.47
11,13,1.78
-21,-4,84.93
-10,18,31.29
12,21,8.49
18,23,0.89
5,10,3.58
13,24,4.45
21,25,35.76
10,27,9.84
-9,2,1.79
17,17,5.36
-22,-10,12.07
-23,1,4.92
21,31,2.68
9,18,1.78
-6,-4,0.89
12,19,1.79
12,28,1.79
25,25,1.78
20,26,3.58
-15,-5,1.79
-20,-3,290.1
17,20,6.26
-11,3,1.79
-14,-4,13.86
-17,5,4.02
-5,2,19.23
0,26,3.58
-7,1,8.94
-8,0,40.23
20,30,12.96
-4,-1,280.88
0,9,91.18
-28,6,84.04
-7,-4,0.89
16,18,3.58
-16,-6,3.58
14,14,1.34
20,22,71.07
-21,2,11.17
-21,-5,369.22
20,23,0.89
23,25,12.52
9,15,31.73
7,10,3.58
-11,-8,18.78
20,22,20.57
25,27,3.13
-26,-5,26.36
20,25,3.58
-16,0,16.54
-5,6,21.9
24,25,30.86
19,24,30.85
-5,21,4.92
4,27,4.02
-14,-8,1.79
21,23,0.89
-11,7,1.79
-10,-5,1.79
6,27,1.79
-15,0,3.13
9,15,1.79
22,27,1.79
-6,25,249.9
-17,-6,17.43
1,17,1.79
21,25,4.46
21,23,0.89
18,26,2.68
20,29,12.97
-18,-4,220.38
11,17,1.79
-18,7,80.01
-5,32,4.02
-19,-9,0.89
7,11,5.36
22,23,1.79
20,21,0.45
9,19,10.28
-16,-1,12.07
17,24,55.43
6,6,12.07
18,19,1.78
16,23,1.78
11,16,13.86
-10,7,9.39
11,20,4.02
23,25,1.79
-2,-2,75.57
-22,6,227.11
16,22,0.89
16,20,8.05
10,24,14.3
-11,6,251.23
13,24,1.79
18,24,5.37
17,22,1.79
14,16,0.89
16,27,21
4,20,4.02
-12,21,95.66
-18,-7,0.89
20,23,1.79
14,33,17.88
12,25,4.92
21,27,1.79
-8,-5,44.25
8,12,3.13
2,4,15.19
18,24,10.28
8,21,48.72
23,24,2.68
13,28,11.17
21,27,1.78
-23,-8,178.82
-24,-6,62.57
-16,-11,1.79
-23,-1,274.04
-3,15,1.79
8,14,1.79
-15,-1,25.04
-25,-4,190.45
-16,-3,103.71
-12,12,56.76
0,19,31.29
11,12,3.13
-12,-10,1.79
13,14,0.89
-11,-1,0.89
11,16,30.85
11,25,12.06
-14,5,1.79
21,22,0.89
-6,11,4.92
18,30,0.89
12,12,3.13
2,11,1.79
13,17,14.75
-19,-10,3.13
21,31,25.03
-4,-1,1.78
12,30,13.86
9,17,11.17
-19,-14,19.22
11,19,8.04
-12,3,1.79
8,8,4.91
7,15,26.37
11,29,1.79
-1,11,1.79
-18,-5,17.43
25,25,1.79
10,21,0.89
18,30,3.13
-9,-3,0.89
8,29,23.69
25,28,6.26
18,25,8.94
8,11,1.79
15,16,18.77
6,8,8.05
24,24,0.89
13,15,1.79
24,25,0.89
17,27,24.58
-12,7,215.9
14,15,0.89
16,17,0.89
-1,0,29.06
-23,2,1.79
21,26,53.65
12,33,7.15
16,31,4.02
-22,6,240.07
13,29,6.71
22,27,41.57
-4,16,16.1
19,26,17.43
-19,3,0.89
19,23,5.81
-6,-1,0.89
-3,5,8.05
24,28,21.9
15,19,0.89
7,17,1.79
-6,2,2.67
-3,5,2.67
14,22,1.79
-7,-5,20.11
-4,0,0.89
19,20,4.92
-8,0,205.7
-6,11,4.02
-19,1,123.83
15,25,3.13
-5,5,0.89
-4,-3,0.89
22,24,0.89
7,14,78.32
15,18,3.13
12,13,2.67
21,26,25.92
20,26,0.89
3,5,1.79
-3,-1,1.79
-6,22,7.15
-16,1,1.79
-5,-1,27.29
8,27,5.35
21,24,1.78
15,29,1.79
11,31,4.02
17,17,1.79
24,27,43.36
16,24,25.93
5,7,21.02
19,22,27.71
3,23,3.13
23,30,41.13
-12,4,12.52
6,9,0.89
12,23,3.56
2,23,16.99
5,26,17.88
11,18,0.89
-2,-2,0.45
13,19,0.89
-17,-8,9.38
-5,13,31.73
7,25,13.86
18,24,47.37
4,17,1.79
21,27,0.89
-1,3,15.2
-2,0,8.94
-15,2,8.05
-2,19,17.88
16,19,18.34
20,30,5.81
-19,-2,1.79
-16,-8,1.79
-3,19,3.13
-6,-5,28.17
0,14,0.89
1,9,8.94
-10,-1,12.96
24,25,1.78
18,27,3.57
19,29,3.57
-7,7,13.41
-11,-3,2.68
15,24,4.02
6,16,19.67
13,28,3.58
20,21,0.89
-11,-6,7.15
14,17,0.89
3,10,4.02
-16,-1,91.65
-22,-7,88.52
-12,-6,0.89
1,21,159.58
8,12,0.89
17,21,17.88
-14,10,72.42
7,22,41.59
16,23,5.37
19,33,11.17
-10,15,25.47
-20,11,272.24
-5,8,0.45
-5,-1,38.01
9,14,0.89
19,20,0.89
-10,-6,1.79
2,21,32.18
23,25,1.78
-12,19,109.07
18,21,7.15
-17,11,18.33
-22,4,60.8
10,20,15.2
23,24,1.78
-13,12,33.54
17,20,1.79
20,31,3.58
19,21,0.89
-17,5,3.13
11,16,1.79
1,28,3.13
-19,9,79.57
-4,12,0.89
-8,21,221.74
-12,-2,64.82
14,22,1.79
-6,9,12.52
9,23,1.79
9,11,0.89
24,29,2.68
0,1,0.89
-20,-3,115.77
13,22,38.89
-10,7,7.59
-24,-6,17.88
15,18,1.79
6,14,1.78
10,15,3.56
19,29,9.37
-5,-1,1.79
-16,3,1.79
22,25,11.17
17,22,11.63
12,28,3.13
21,26,0.45
5,10,1.78
9,13,1.78
-8,17,1.79
17,25,0.89
18,22,3.58
21,25,35.76
-1,25,21
8,22,2.68
-2,5,0.89
24,25,26.38
15,19,1.78
-17,4,155.57
-17,-10,16.1
-23,-5,45.14
7,17,0.89
21,23,1.79
22,24,17.87
-6,19,4.02
21,24,1.79
-5,-3,1.79
-21,-13,73.75
18,23,22.35
7,40,3.13
16,21,11.63
-11,14,1.79
17,20,0.89
19,30,8.94
-9,-2,0.89
7,15,1.79
-10,-2,7.15
-12,14,17.43
0,0,3.58
-1,1,2.67
14,18,27.72
-2,29,24.15
-20,6,16.98
-8,-4,11.62
18,21,19.23
23,26,20.58
15,26,1.79
-11,1,25.9
12,14,1.79
-17,5,75.55
-2,21,9.83
4,27,8.05
-6,8,85.81
-11,18,41.57
19,28,12.97
-19,-6,42.46
-19,-2,2.67
16,20,4.46
-5,13,11.17
-5,-4,28.17
20,25,8.94
2,4,1.79
17,22,4.92
19,22,54.08
-17,-10,8.04
-6,-2,0.89
21,24,8.94
-13,3,26.82
17,18,3.56
5,17,2.67
18,20,3.13
16,22,15.65
11,13,0.89
-1,16,22.8
22,28,24.15
-13,-9,0.89
21,27,16.99
-9,0,1.78
-6,15,13.41
10,30,59.91
-11,-9,8.05
10,16,27.71
22,27,30.4
3,9,0.89
12,13,3.58
-11,23,108.19
-4,21,3.13
10,11,0.45
6,19,48.73
17,19,3.13
23,24,12.51
-13,-11,0.89
-20,2,1.79
-11,-8,1.79
-10,-3,38.44
10,13,8.05
-27,-11,118.48
-9,1,0.89
-11,1,8.05
15,24,0.89
-2,21,28.6
16,31,3.13
-9,10,34.86
-9,-3,3.13
-3,16,8.04
-15,-3,0.89
2,7,0.89
16,20,7.16
18,25,3.58
19,29,1.79
2,4,4.02
8,13,4.92
-4,-1,266.56
-2,11,0.89
13,13,3.13
-26,0,136.78
3,11,4.92
15,25,3.58
1,12,16.1
-17,-1,81.79
1,15,4.92
-11,-2,7.15
-24,-12,8.05
4,18,4.92
19,23,7.15
19,29,1.78
-20,-2,4.02
16,24,0.89
-24,-6,97.89
-27,1,93.86
11,17,19.67
22,23,0.89
16,26,26.37
15,21,21.9
22,24,6.71
25,29,17.88
-10,15,5.37
-19,-7,0.89
20,27,3.13
16,24,4.47
9,26,11.17
3,7,1.78
-21,-7,55.43
-26,-3,22.8
4,22,28.61
-14,19,230.66
2,5,7.15
8,15,14.31
18,27,12.97
16,20,0.89
17,18,3.13
-6,-4,5.34
-4,16,23.7
22,27,8.05
0,4,2.67
-5,26,73.32
-19,-9,3.13
17,18,9.39
20,23,0.89
18,25,1.78
16,27,3.58
-19,-9,4.92
23,28,22.36
5,20,24.14
-18,-4,66.61
8,26,0.89
22,24,1.79
-13,-3,6.71
14,30,7.15
-24,0,24.13
19,22,1.78
2,3,9.84
21,25,21.46
-8,10,1.79
-12,4,4.02
21,24,1.79
13,19,51.85
-7,12,24.14
-4,11,7.15
0,23,3.13
7,12,0.89
-1,20,9.83
0,25,1.79
-18,-12,5.37
-24,9,89.41
-21,-5,179.71
10,18,8.04
9,18,3.13
-16,-8,12.52
-10,-6,1.79
-10,0,3.56
21,25,47.82
21,26,7.16
-3,-1,8.5
5,19,48.27
-10,1,13.84
17,22,4.02
21,24,12.52
-15,-13,4.02
17,18,0.89
14,16,45.58
-14,7,76.9
5,12,1.79
21,27,1.79
-9,-3,0.89
23,29,50.08
-18,-4,0.89
19,30,5.36
17,25,4.92
23,30,16.55
-18,8,3.13
-21,-6,46.94
-16,-7,1.79
16,24,3.58
24,25,0.89
-9,-4,0.89
11,16,1.78
-12,-8,0.89
21,22,21.01
-5,1,15.65
-7,11,35.76
1,6,104.14
-15,-5,15.64
-14,13,27.72
-20,-8,56.77
-14,-7,3.58
-1,19,1.78
15,15,1.79
18,19,1.78
-10,5,30.85
16,20,0.89
22,32,12.96
17,24,1.79
-23,-5,71.97
7,20,3.13
1,19,10.28
19,26,3.58
-18,-5,151.1
-6,7,113.57
-6,-3,7.16
-10,-2,1.78
-9,14,43.79
24,26,0.89
-10,0,6.71
-33,3,4.92
-22,2,6.71
12,16,0.89
-15,-5,4.02
23,25,3.58
-17,-13,2.68
-2,1,1.79
10,12,1.79
-13,9,3.13
15,17,1.78
19,27,29.94
13,23,16.99
24,26,1.79
11,17,1.78
15,32,3.13
-4,-3,39.35
-14,14,4.02
-1,28,57.66
-20,4,247.6
19,20,0.89
-7,-1,0.89
4,8,1.79
-9,1,1.79
17,18,0.89
-23,-11,4.02
15,30,44.69
-22,-10,30.84
-16,6,2.68
20,20,0.89
-4,5,1.78
-6,2,6.26
21,32,5.81
-18,-2,0.89
14,31,9.83
-18,-4,132.76
23,24,6.26
24,27,45.16
5,6,12.07
23,26,4.92
3,7,3.12
23,25,1.79
23,28,0.89
24,25,0.89
17,33,9.39
-16,19,104.6
-6,3,19.22
-8,-5,8.94
-20,0,55.88
-12,-6,3.13
7,13,85.44
-13,11,1.78
10,21,1.79
16,28,1.79
10,29,3.13
13,13,9.83
-15,-7,3.58
18,31,11.63
-12,1,15.2
12,15,0.89
-21,-8,4.92
-1,-1,90.33
10,23,153.77
-12,-1,12.52
2,8,1.79
15,23,29.49
17,19,19.68
20,21,1.79
-10,4,38.45
14,36,8.05
23,23,66.16
-10,-10,4.92
21,27,9.83
5,6,3.57
-17,-3,15.2
-17,-6,1.79
10,24,8.94
14,29,80.03
16,30,3.56
15,32,8.94
-23,1,101.46
13,25,62.12
15,20,26.38
-19,-10,8.05
1,18,8.05
19,20,1.79
8,11,37.55
26,29,0.89
3,13,9.84
-14,-6,34.88
25,26,42.49
19,24,5.37
2,9,0.89
6,16,1.78
15,20,14.76
-22,-6,8.04
15,18,11.63
-15,5,1.79
21,27,16.09
-1,1,3.13
20,21,23.69
9,12,1.79
-19,-12,0.89
5,6,1.79
21,25,86.3
16,21,1.79
-25,-7,4.02
-23,-11,252.12
-9,2,1.78
20,22,61.69
19,27,11.18
-14,-2,15.19
-19,-5,6.71
-4,17,82.26
22,34,0.89
24,25,8.94
10,33,2.68
-22,5,26.82
-15,14,4.92
23,26,3.13
16,22,0.89
11,34,0.89
25,25,18.78
3,11,1.78
20,26,12.96
22,24,10.29
-4,26,255.69
20,21,0.89
10,13,0.89
-17,-9,1.78
-6,16,206.09
-14,12,20.57
-19,-4,2.68
20,21,2.67
6,14,1.79
15,29,1.78
-21,-10,1.79
20,24,0.89
-5,-3,0.89
-18,-8,25.92
-5,-3,6.26
10,19,70.64
-16,12,76.44
-16,11,7.15
-4,12,45.16
-15,4,4.92
21,26,0.89
14,24,3.13
14,30,1.79
15,29,3.58
15,21,1.79
-21,1,208.3
21,25,10.29
17,19,0.89
-21,-3,98.78
-8,3,3.58
-15,-5,0.89
-3,22,46.47
-12,5,0.89
11,20,59.01
26,28,3.58
8,13,1.78
1,7,4.92
10,28,12.07
-10,-1,0.89
3,22,62.57
-4,11,3.13
-1,16,28.16
15,33,4.92
3,17,147.52
-7,8,79.12
19,21,1.78
20,22,3.13
14,30,54.09
-14,1,79.57
0,4,66.16
20,34,6.26
-22,22,22.35
-5,8,0.89
-8,1,0.89
-8,8,6.26
-11,-3,15.2
6,15,1.79
7,15,3.13
-30,6,430.02
16,30,24.12
-22,-15,0.45
-16,-6,0.89
20,27,19.22
7,25,22.8
-9,7,38.89
-3,12,1.79
-21,2,1.78
16,27,3.58
18,21,3.13
-18,12,1.79
18,24,2.67
22,28,1.78
-2,0,18.33
18,28,4.92
21,24,1.79
8,11,0.45
9,14,27.28
15,22,0.89
-3,15,10.28
-4,17,4.92
12,17,1.79
-12,-1,0.89
-9,8,19.67
14,16,0.89
6,7,0.89
-13,4,37.56
6,24,20.11
5,9,4.45
4,15,32.19
20,22,0.89
8,24,7.6
17,22,25.93
8,13,15.2
-7,13,11.17
-23,-1,32.63
-8,9,16.54
12,19,5.34
-9,-6,0.89
-11,6,37.11
-16,-8,4.02
4,17,2.67
14,14,1.79
13,16,6.7
-11,2,1.78
-14,3,67.96
-14,5,12.96
-2,8,2.68
4,12,1.78
18,20,1.79
-17,-13,0.89
8,17,3.58
-20,3,1.79
19,26,1.79
2,14,15.64
-7,-4,1.78
-6,-4,0.89
10,18,0.89
-1,0,30.85
-5,15,26.38
-5,25,0.89
-18,-10,11.18
-21,-12,585.6
-10,10,8.94
19,33,39.35
-18,11,55.88
-6,-3,8.05
-8,5,12.52
14,28,4.47
23,28,5.37
-7,-6,4.47
13,14,0.89
6,12,22.36
-6,4,1.78
-3,0,5.37
-5,27,50.06
-14,3,155.14
16,28,48.28
16,19,0.89
18,26,26.82
16,30,27.72
-7,0,3.58
-12,11,10.73
-3,1,2.68
14,25,1.78
-1,31,1.79
26,28,1.78
-28,-6,165.39
-15,-1,12.07
-9,-5,3.56
20,21,1.79
19,26,45.6
-8,6,5.81
-12,-11,1.78
-12,14,13.86
1,11,55.43
14,30,1.79
-16,-1,490.38
2,9,1.79
7,27,119.8
24,25,21.92
-22,-5,294.14
13,34,0.89
21,23,1.78
21,29,13.86
15,28,1.79
-11,-6,5.35
-13,6,35.76
12,26,18.78
13,17,3.56
15,17,3.56
9,23,7.15
-7,4,0.89
-11,21,72.42
-20,6,3.13
-8,0,212.86
20,23,1.79
-14,14,25.92
-7,7,12.52
-2,32,43.8
-14,7,33.98
8,24,27.27
-9,-1,1.78
-17,-8,3.13
-20,-6,51.86
18,29,21.45
21,25,4.92
13,20,1.79
13,20,29.51
-22,-16,5.37
-9,1,8.5
7,14,81.88
3,7,2.23
-4,23,48.27
6,8,3.58
12,14,0.89
-21,0,10.73
-12,-6,3.13
-16,14,121.59
17,21,2.68
21,23,1.78
-19,5,17.43
-12,0,1.79
16,23,1.79
-13,-5,0.89
8,14,0.89
17,19,0.89
-14,19,2.68
-16,11,1.79
19,32,58.57
3,26,1.79
5,18,0.89
5,17,45.15
21,30,146.16
-10,7,51.41
4,6,0.89
-19,-2,43.37
15,17,0.89
14,18,1.79
11,14,0.89
23,26,0.89
-4,8,92.52
20,21,1.79
-7,14,53.21
22,26,0.89
21,22,5.81
-13,-1,5.81
21,23,0.89
12,31,24.15
19,28,31.74
11,22,0.45
-13,9,12.96
15,21,0.89
18,18,12.52
-9,0,6.26
14,20,1.78
4,12,34.86
-23,-1,66.59
-21,-1,5.37
4,6,5.34
4,26,38.88
8,10,38.44
9,11,4.92
1,20,152.43
10,27,203.85
15,18,0.89
5,8,3.13
15,18,0.89
-19,7,321.84
-19,4,138.54
7,13,1.79
17,21,3.13
-10,-5,1.78
-6,0,1.78
-8,-5,39.33
20,24,0.89
-19,-12,5.37
0,23,22.8
17,23,32.19
-8,-3,0.89
-11,0,150.22
-32,-2,46.94
21,24,63.05
1,8,0.89
-1,17,109.52
17,20,7.6
12,18,0.89
16,33,7.15
17,22,10.29
-2,24,22.8
-8,-5,10.73
-7,-1,5.81
-7,1,27.26
5,7,4.02
-2,7,58.56
13,14,0.89
-13,6,57.66
-2,19,286.54
-15,12,39.34
7,18,3.13
-4,-2,0.89
9,15,64.81
-17,-9,8.5
-15,0,4.02
-17,1,1.79
12,19,3.13
-5,5,2.68
-8,15,50.51
20,26,1.79
-7,25,257.95
2,8,1.79
20,26,2.23
-16,-3,93.43
-3,22,18.77
15,22,2.67
11,27,3.13
-22,2,7.15
16,20,1.79
4,17,1.78
21,22,0.89
19,21,27.72
4,8,13.86
-24,-13,198.03
1,25,52.73
-5,7,0.45
-18,-4,3.56
-16,-3,25.03
1,15,30.85
-22,-9,71.08
11,19,41.57
19,20,4.47
2,5,4.91
19,23,8.05
22,25,26.39
12,24,6.26
25,29,1.78
23,28,8.04
-2,17,1.78
4,19,60.78
-11,10,8.05
-3,19,92.11
20,28,6.71
12,13,1.78
23,28,74.22
16,18,20.56
9,13,12.08
-13,5,53.2
16,18,28.62
-24,-12,1.79
-14,15,26.82
-6,0,0.89
-20,-5,0.89
-1,20,194
-4,1,2.68
-1,20,1.79
6,9,6.7
14,31,5.81
-7,18,3.13
10,33,4.92
0,2,10.73
-5,17,57.67
-24,1,56.32
-25,-7,3.13
15,18,0.89
11,21,4.92
-16,-3,1.79
-9,28,4.02
-3,3,0.89
13,18,0.89
13,27,5.37
22,24,1.79
3,4,1.79
-15,-4,35.32
18,26,1.79
-3,9,9.39
20,22,0.89
-12,7,3.13
18,20,16.09
17,24,14.76
11,24,6.71
-13,-7,27.72
-16,-6,23.24
9,10,18.79
12,13,1.78
-18,22,1.79
-29,1,129.21
-6,3,7.16
18,29,1.79
-20,-5,365.2
19,22,2.68
-11,2,109.07
-2,10,11.63
14,22,1.79
-7,-2,0.89
5,16,1.78
23,25,12.97
0,4,7.6
-23,7,112.63
19,26,3.58
-12,-1,1.79
1,16,38.89
-12,-2,12.08
15,28,1.79
-11,11,13.86
21,23,14.76
-16,2,122.01
22,23,11.18
17,26,17.43
23,25,1.78
16,26,46.94
-17,-9,16.1
-20,3,166.3
20,31,21.01
1,10,1.78
-22,2,129.19
-5,-4,1.79
-19,3,79.15
4,21,9.84
-10,-4,1.78
-2,11,8.05
0,10,15.19
23,26,0.89
19,34,29.94
16,27,4.46
-19,5,1.79
14,29,22.35
11,37,52.74
13,13,3.58
-12,-3,20.11
-18,3,1.79
-5,7,95.23
12,15,3.58
-4,-1,0.89
17,32,9.84
13,20,1.79
-11,-9,6.26
6,7,0.89
22,26,3.58
-3,17,76.46
0,3,1.78
-1,1,0.89
23,24,3.58
9,14,0.89
8,23,4.46
11,35,86.74
16,27,8.94
-10,-4,0.45
-20,-5,11.18
17,32,8.05
13,13,0.89
-7,27,18.77
-10,-9,18.33
-22,-9,1.79
23,26,18.33
-11,-4,1.79
7,16,55.42
-6,0,8.94
0,15,42.02
-15,7,170.75
-6,19,17.88
-5,7,3.58
5,10,0.89
11,12,1.78
-19,-1,22.8
-2,22,0.89
-20,-3,220.85
14,18,8.05
-8,-4,8.05
-3,21,13.85
12,31,3.58
20,29,4.45
-16,-7,5.81
-16,-5,0.89
-2,-1,1.79
-4,8,2.68
-7,19,1.79
24,25,0.89
24,24,1.78
0,13,1.78
-22,8,107.72
-8,0,25.03
15,18,2.68
-7,18,4.02
-8,11,64.36
16,19,0.89
16,22,21.02
25,26,0.89
-8,12,136.8
9,10,3.13
4,16,3.56
10,15,3.13
11,14,1.78
-17,3,7.15
22,24,3.13
19,24,5.81
15,21,3.13
-6,-5,38.01
-6,-3,2.67
7,26,21.9
0,1,1.78
17,19,1.79
-1,14,16.1
14,16,0.45
19,21,0.89
18,23,1.79
-3,4,49.62
-4,-3,2.68
8,18,23.24
-3,13,119.8
-5,-1,58.13
8,12,0.45
18,22,12.07
-18,-2,60.34
14,19,13.42
-13,3,1.79
17,23,0.89
18,19,18.78
-12,-4,0.89
13,23,22.36
-27,3,1.79
4,9,17.89
-6,15,8.05
12,18,0.89
-25,2,3.13
-3,14,4.47
-18,2,1.79
-13,4,69.26
16,27,3.13
5,24,51.87
9,30,12.07
6,16,5.81
-20,-5,1.79
-25,4,0.89
11,12,0.89
-4,9,73.29
-17,3,0.45
6,10,0.89
1,20,21.02
21,22,4.92
-1,9,10.73
22,29,13.42
4,6,1.34
-19,-5,134.56
6,8,8.05
21,22,2.68
11,34,3.57
-8,0,237.92
-18,0,16.09
-8,-5,1.79
17,20,7.16
-19,6,1.79
14,26,1.79
0,15,31.74
-16,-4,20.57
20,28,15.65
23,26,1.79
13,18,1.79
1,17,4.02
-20,-4,244.99
-10,9,18.77
-9,-6,0.89
13,13,0.89
17,21,1.79
-4,-2,83.61
24,27,6.26
24,25,44.69
13,23,12.07
22,24,1.79
-9,2,3.56
-17,4,255.23
-1,1,0.89
-12,21,12.96
17,18,1.79
1,4,5.81
-8,-2,6.71
23,28,39.34
-12,2,0.89
14,18,63.48
-4,26,87.17
-22,-9,3.58
-28,-11,359.87
20,22,4.92
-17,2,94.77
19,25,4.92
-21,5,3.58
2,19,80.46
-10,0,3.57
4,15,56.32
14,24,38
3,23,4.02
17,27,1.79
20,22,27.73
19,23,4.02
-8,8,133.66
16,27,3.13
26,29,23.25
-21,-6,10.73
13,18,0.89
-12,5,1.79
13,31,3.58
12,28,41.58
13,28,14.75
-23,-8,345.12
11,23,9.84
18,23,0.89
7,19,70.17
-7,12,50.51
-19,-10,1.34
21,23,0.89
-13,13,20.56
13,20,4.92
16,18,1.78
23,29,22.35
10,18,3.57
23,25,3.13
14,33,4.02
-19,0,20.13
-15,2,14.75
-15,-1,21.9
22,23,4.92
-27,-10,111.33
9,12,26.82
-21,-2,0.89
5,24,19.22
-6,1,0.89
-14,-4,16.09
-15,2,1.79
2,21,39.77
4,15,0.89
-7,4,12.06
17,25,42.46
12,22,15.2
23,28,7.15
2,22,4.91
-12,-3,0.89
-21,-3,57.23
10,27,3.13
18,27,71.09
-6,-4,3.58
18,22,22.81
-10,-3,37.55
16,29,8.5
-2,12,125.65
-33,-5,126.08
-15,-4,34.42
2,3,2.69
-13,13,1.79
7,19,12.97
-8,-6,0.89
-1,8,12.96
18,19,1.79
6,12,1.78
9,10,1.35
-20,6,102.37
0,20,7.15
0,5,9.39
14,28,15.19
11,14,14.75
-13,0,0.89
-3,21,22.81
12,33,12.96
-8,-5,2.67
14,17,4.92
18,20,0.89
12,15,1.79
-16,17,11.17
-16,-4,99.24
6,19,7.59
-26,-13,15.19
19,27,28.61
-12,0,22.79
20,22,2.23
-3,-3,3.58
18,20,0.89
-15,5,4.02
-1,10,23.25
23,28,25.49
17,22,20.12
17,18,0.89
23,26,0.89
-12,14,25.94
21,27,1.79
-17,8,10.28
-2,1,1.79
0,15,0.89
17,21,31.74
-2,22,4.92
9,14,5.81
23,24,1.78
10,15,1.79
-7,-7,0.89
6,24,3.13
-22,-8,70.63
-18,-9,5.81
-12,2,12.97
23,23,8.94
17,18,0.89
2,21,47.38
15,20,12.52
13,34,3.13
7,14,0.89
-9,-6,32.64
-3,19,17.88
-5,0,0.89
-4,0,7.6
15,23,0.89
-22,0,156.01
-3,6,25.03
-9,-7,15.65
-12,8,52.32
-22,-3,1.79
12,31,21.9
-17,-10,4.92
13,14,0.89
0,17,12.97
10,29,3.13
15,22,0.89
18,21,1.79
12,19,0.89
-4,23,28.16
21,31,33.07
-17,1,100.58
22,24,5.37
11,21,15.64
18,20,1.79
19,25,1.79
-10,-2,6.25
-3,6,440.77
-3,3,1.78
-1,7,0.89
-4,-1,3.56
-17,-9,13.86
15,17,0.89
-9,-4,0.89
16,27,8.05
-19,2,4.02
23,23,3.56
0,11,2.67
24,25,29.51
13,15,7.16
-5,1,0.89
-10,0,66.61
18,34,8.94
24,25,1.78
17,18,1.78
18,31,12.97
-17,6,17.88
17,24,25.03
-13,8,60.37
19,20,0.89
11,20,1.78
-21,-1,64.83
7,9,0.89
8,20,34.87
23,23,4.47
0,10,4.02
-19,4,5.37
9,12,1.79
14,28,3.58
-19,-6,1.79
18,32,9.39
22,24,1.79
-1,22,14.3
-7,15,18.78
0,29,8.05
-20,8,79.12
11,15,0.89
-7,1,15.65
-4,-2,4.02
-17,-1,0.89
-21,-5,380.43
-15,-2,3.58
16,22,0.89
-3,-3,0.89
18,20,1.78
19,20,0.89
17,21,3.13
-7,-3,9.82
16,17,0.89
-1,23,15.2
-7,3,0.9
-6,1,0.89
-15,13,32.19
20,25,43.8
15,33,3.58
9,15,1.79
4,11,1.79
-7,-4,0.89
-14,-4,1.78
-7,-5,21.46
9,11,0.89
17,18,1.78
-3,17,12.96
13,14,1.78
-29,4,104.16
-10,-6,13.42
15,19,3.58
10,22,8.94
9,34,43.36
22,23,1.79
-7,-6,7.15
9,12,1.79
11,26,16.98
8,10,1.78
-8,0,52.75
11,20,12.97
7,13,7.6
20,23,0.89
16,22,7.15
17,20,1.79
-3,19,3.13
19,21,1.79
10,26,21.01
-19,-14,9.83
15,22,1.79
-13,-2,27.27
1,13,0.89
7,25,46.93
23,25,0.89
1,8,6.26
-4,9,0.89
-12,10,101.92
-3,13,114.88
-4,-3,1.78
-1,2,1.78
6,19,1.78
10,22,20.57
5,10,42.92
-4,12,4.92
17,18,1.78
-5,-2,0.89
11,29,23.23
-5,-3,5.81
-21,1,9.39
-11,12,180.61
-14,7,27.72
13,15,0.89
3,12,0.89
18,19,2.68
-23,6,278.93
20,24,0.89
18,25,0.89
20,26,1.78
20,26,13.86
22,24,0.89
11,14,31.29
13,20,0.89
10,16,17.88
17,31,8.94
3,21,0.89
-11,-3,12.52
-22,0,26.37
23,25,1.79
-11,13,181.94
-10,-1,0.89
12,24,1.79
20,21,72.86
17,31,48.28
10,12,2.67
22,26,12.96
-15,-3,4.02
12,33,38.45
16,29,8.94
17,27,10.28
18,24,0.89
-9,-5,0.89
-19,-11,48.72
-8,-1,4.92
-11,4,12.96
2,3,147.08
-6,7,16.09
6,7,0.89
12,22,33.98
-2,14,11.63
-15,-3,3.13
-21,-4,0.45
15,33,1.79
18,20,0.89
19,21,0.45
16,23,38
19,22,3.13
-5,18,3.13
-23,-8,103.72
9,15,11.18
6,9,17.44
-7,-1,44.71
-16,1,12.07
-14,-12,2.68
11,11,4.92
-3,0,8.5
-7,-3,0.45
13,17,6.26
-38,0,80.02
-18,8,44.25
-10,7,3.13
-10,-3,25.04
15,18,0.89
-1,0,4.92
7,14,43.61
10,21,28.62
2,8,1.78
6,15,4.47
-6,-1,7.6
-19,5,16.99
-12,5,1.79
15,23,1.79
-7,4,43.81
8,13,10.29
21,22,8.05
15,22,11.18
18,28,29.95
20,20,1.78
-9,0,0.89
-1,3,0.89
10,25,9.83
22,27,42.03
24,27,0.89
5,11,2.68
